EmployeeID,EventDate,EventType,EventDetail
EMP11988,2023-05-13,Manager Change,Reporting manager changed
EMP11988,2023-05-20,Training,Training completed
EMP11988,2023-09-02,Training,Training completed
EMP11988,2023-11-25,Training,Training completed
EMP11988,2024-02-03,Training,Training completed
EMP11988,2024-02-10,Training,Training completed
EMP11988,2024-03-02,Training,Training completed
EMP11988,2024-04-13,Promotion,Promoted / re-graded
EMP11988,2025-02-01,Manager Change,Reporting manager changed
EMP11988,2025-04-12,Promotion,Promoted / re-graded
EMP11988,2025-06-07,Training,Training completed
EMP11988,2025-09-27,Training,Training completed
EMP11988,2025-10-04,Training,Training completed
EMP11988,2025-11-01,Training,Training completed
EMP11988,2026-03-21,Training,Training completed
EMP11988,2026-04-11,Promotion,Promoted / re-graded
EMP11988,2026-06-27,Training,Training completed
EMP11989,2024-04-06,Joined,Joined as Deputy Manager at JNPA WOLP via Employee Referral
EMP11989,2024-05-10,Exit,Termination - Attendance
EMP11990,2025-03-01,Joined,Joined as Deputy Manager at Nagpur Expressway Pkg-4 via Recruitment Consultancy
EMP11990,2025-06-07,Grievance,Grievance raised with HR
EMP11990,2025-12-20,Manager Change,Reporting manager changed
EMP11990,2026-02-21,Training,Training completed
EMP11990,2026-07-25,Training,Training completed
EMP11990,2026-08-15,Training,Training completed
EMP11991,2023-06-03,Joined,Joined as Planning Engineer at Nagpur Expressway Pkg-4 via Naukri / Job Portal
EMP11991,2023-06-03,Training,Training completed
EMP11991,2023-08-19,Manager Change,Reporting manager changed
EMP11991,2023-08-26,Training,Training completed
EMP11991,2023-11-25,Training,Training completed
EMP11991,2023-12-16,Training,Training completed
EMP11991,2024-03-24,Exit,Resignation - Career Growth
EMP11992,2024-02-10,Joined,Joined as Construction Manager at Mumbai HO via Recruitment Consultancy
EMP11992,2024-04-06,Grievance,Grievance raised with HR
EMP11992,2024-04-20,Grievance,Grievance raised with HR
EMP11992,2024-07-13,Resignation Submitted,"54-day notice, reason: Work Conditions"
EMP11992,2024-09-05,Exit,Resignation - Work Conditions
EMP11993,2019-12-10,Joined,Joined as Deputy Manager at Nagpur Expressway Pkg-4 via Recruitment Consultancy
EMP11993,2023-07-01,Training,Training completed
EMP11993,2024-01-06,Resignation Submitted,"56-day notice, reason: Career Growth"
EMP11993,2024-03-02,Exit,Resignation - Career Growth
EMP11994,2019-10-04,Joined,Joined as Deputy Manager at JNPA WOLP via Employee Referral
EMP11994,2023-05-20,Manager Change,Reporting manager changed
EMP11994,2024-09-28,Promotion,Promoted / re-graded
EMP11994,2025-03-01,Manager Change,Reporting manager changed
EMP11994,2026-04-18,Manager Change,Reporting manager changed
EMP11995,2020-07-18,Joined,Joined as Deputy Manager at Pune Metro Reach-3 via Recruitment Consultancy
EMP11995,2023-05-22,Exit,Resignation - Manager Relationship
EMP11996,2025-09-06,Joined,Joined as Junior Engineer at JNPA WOLP via Campus Hiring
EMP11996,2025-09-27,Training,Training completed
EMP11996,2026-03-28,Training,Training completed
EMP11997,2021-10-11,Joined,Joined as Deputy Manager at JNPA WOLP via Employee Referral
EMP11997,2023-04-29,Manager Change,Reporting manager changed
EMP11997,2023-06-10,Training,Training completed
EMP11997,2023-09-09,Manager Change,Reporting manager changed
EMP11997,2023-12-09,Training,Training completed
EMP11997,2023-12-30,Training,Training completed
EMP11997,2024-05-11,Manager Change,Reporting manager changed
EMP11997,2024-08-03,Training,Training completed
EMP11997,2024-10-12,Promotion,Promoted / re-graded
EMP11997,2025-01-04,Training,Training completed
EMP11997,2025-01-11,Manager Change,Reporting manager changed
EMP11997,2026-01-17,Manager Change,Reporting manager changed
EMP11997,2026-01-24,Training,Training completed
EMP11998,2024-02-10,Joined,Joined as Accounts Officer at Bengaluru Tech Park via Naukri / Job Portal
EMP11998,2024-02-10,Training,Training completed
EMP11998,2024-02-17,Resignation Submitted,"8-day notice, reason: Manager Relationship"
EMP11998,2024-02-25,Exit,Resignation - Manager Relationship
EMP11999,2019-07-31,Joined,Joined as Deputy Manager at Delhi NCR Logistics Hub via Naukri / Job Portal
EMP11999,2023-09-02,Training,Training completed
EMP11999,2024-03-25,Exit,End of Contract - Contract Not Renewed
EMP12000,2024-05-04,Joined,Joined as Senior Engineer at Ahmedabad Water Works via Naukri / Job Portal
EMP12000,2024-05-18,Training,Training completed
EMP12000,2024-07-13,Manager Change,Reporting manager changed
EMP12000,2024-07-13,Grievance,Grievance raised with HR
EMP12000,2024-08-10,Grievance,Grievance raised with HR
EMP12000,2024-08-24,Training,Training completed
EMP12000,2024-10-26,Training,Training completed
EMP12000,2024-12-07,Manager Change,Reporting manager changed
EMP12000,2025-01-04,Training,Training completed
EMP12000,2025-01-11,Training,Training completed
EMP12000,2025-01-25,Training,Training completed
EMP12000,2025-02-15,Training,Training completed
EMP12000,2025-03-01,Manager Change,Reporting manager changed
EMP12000,2025-04-26,Training,Training completed
EMP12000,2025-04-26,Manager Change,Reporting manager changed
EMP12000,2025-12-06,Training,Training completed
EMP12000,2026-05-30,Training,Training completed
EMP12000,2026-08-08,Grievance,Grievance raised with HR
EMP12001,2025-01-25,Joined,Joined as Senior Engineer at Mumbai HO via Employee Referral
EMP12001,2025-10-18,Training,Training completed
EMP12001,2025-11-01,Manager Change,Reporting manager changed
EMP12001,2026-01-24,Promotion,Promoted / re-graded
EMP12001,2026-05-02,Training,Training completed
EMP12001,2026-07-11,Training,Training completed
EMP12002,2021-12-13,Joined,Joined as Junior Engineer at Delhi NCR Logistics Hub via Labour Contractor
EMP12002,2023-04-01,Grievance,Grievance raised with HR
EMP12002,2023-06-03,Resignation Submitted,"26-day notice, reason: Better Offer"
EMP12002,2023-06-29,Exit,Resignation - Better Offer
EMP12003,2021-09-27,Joined,Joined as Deputy Manager at Bengaluru Tech Park via Employee Referral
EMP12003,2023-08-19,Training,Training completed
EMP12003,2023-09-30,Promotion,Promoted / re-graded
EMP12003,2024-01-13,Training,Training completed
EMP12003,2024-02-17,Training,Training completed
EMP12003,2024-03-02,Training,Training completed
EMP12003,2024-03-16,Manager Change,Reporting manager changed
EMP12003,2024-05-25,Training,Training completed
EMP12003,2024-06-29,Manager Change,Reporting manager changed
EMP12003,2024-09-21,Training,Training completed
EMP12003,2025-01-25,Manager Change,Reporting manager changed
EMP12003,2025-02-01,Training,Training completed
EMP12003,2025-02-08,Training,Training completed
EMP12003,2025-03-29,Training,Training completed
EMP12003,2025-06-07,Training,Training completed
EMP12003,2026-05-23,Training,Training completed
EMP12004,2020-07-11,Joined,Joined as Construction Manager at Bengaluru Tech Park via Employee Referral
EMP12004,2023-04-22,Training,Training completed
EMP12004,2023-04-29,Training,Training completed
EMP12004,2023-10-28,Manager Change,Reporting manager changed
EMP12004,2023-12-23,Training,Training completed
EMP12004,2024-03-16,Training,Training completed
EMP12004,2024-07-27,Grievance,Grievance raised with HR
EMP12004,2024-11-23,Grievance,Grievance raised with HR
EMP12004,2025-02-01,Training,Training completed
EMP12004,2025-03-15,Grievance,Grievance raised with HR
EMP12004,2025-04-05,Training,Training completed
EMP12004,2025-06-07,Training,Training completed
EMP12004,2025-07-26,Grievance,Grievance raised with HR
EMP12004,2025-08-16,Training,Training completed
EMP12004,2025-10-25,Training,Training completed
EMP12004,2025-12-06,Training,Training completed
EMP12004,2026-04-18,Manager Change,Reporting manager changed
EMP12004,2026-04-18,Resignation Submitted,"63-day notice, reason: Manager Relationship"
EMP12004,2026-06-20,Exit,Resignation - Manager Relationship
EMP12005,2024-09-28,Joined,Joined as Project Manager at JNPA WOLP via Naukri / Job Portal
EMP12005,2024-11-02,Training,Training completed
EMP12005,2025-04-12,Training,Training completed
EMP12005,2025-06-21,Grievance,Grievance raised with HR
EMP12005,2025-07-05,Manager Change,Reporting manager changed
EMP12005,2025-11-15,Training,Training completed
EMP12005,2025-12-20,Training,Training completed
EMP12005,2026-03-07,Training,Training completed
EMP12005,2026-06-06,Training,Training completed
EMP12006,2020-04-19,Joined,Joined as Senior Engineer at Bengaluru Tech Park via Recruitment Consultancy
EMP12006,2023-05-27,Training,Training completed
EMP12006,2023-05-27,Manager Change,Reporting manager changed
EMP12006,2024-02-17,Manager Change,Reporting manager changed
EMP12006,2024-03-23,Grievance,Grievance raised with HR
EMP12006,2024-08-03,Training,Training completed
EMP12006,2024-09-28,Training,Training completed
EMP12006,2024-11-09,Resignation Submitted,"41-day notice, reason: Manager Relationship"
EMP12006,2024-12-20,Exit,Resignation - Manager Relationship
EMP12007,2022-01-20,Joined,Joined as Junior Engineer at Bengaluru Tech Park via Labour Contractor
EMP12007,2023-05-06,Grievance,Grievance raised with HR
EMP12007,2023-05-20,Resignation Submitted,"9-day notice, reason: Salary"
EMP12007,2023-05-29,Exit,Resignation - Salary
EMP12008,2022-07-25,Joined,Joined as Senior Engineer at Delhi NCR Logistics Hub via Naukri / Job Portal
EMP12008,2023-04-08,Grievance,Grievance raised with HR
EMP12008,2023-07-15,Grievance,Grievance raised with HR
EMP12008,2023-07-22,Grievance,Grievance raised with HR
EMP12008,2023-09-23,Grievance,Grievance raised with HR
EMP12008,2023-09-30,Manager Change,Reporting manager changed
EMP12008,2023-11-04,Resignation Submitted,"45-day notice, reason: Manager Relationship"
EMP12008,2023-12-19,Exit,Resignation - Manager Relationship
EMP12009,2025-02-08,Joined,Joined as QA/QC Engineer at Bengaluru Tech Park via Employee Referral
EMP12009,2025-02-22,Grievance,Grievance raised with HR
EMP12009,2025-06-28,Training,Training completed
EMP12009,2025-08-23,Resignation Submitted,"35-day notice, reason: Work Conditions"
EMP12009,2025-09-27,Exit,Resignation - Work Conditions
EMP12010,2024-06-08,Joined,Joined as Site Helper at Nagpur Expressway Pkg-4 via Labour Contractor
EMP12010,2024-08-17,Grievance,Grievance raised with HR
EMP12010,2024-08-31,Resignation Submitted,"8-day notice, reason: Work Conditions"
EMP12010,2024-09-08,Exit,Resignation - Work Conditions
EMP12011,2022-11-10,Joined,Joined as HR Executive at Mantralaya Redevelopment via Campus Hiring
EMP12011,2023-07-08,Grievance,Grievance raised with HR
EMP12011,2023-08-12,Training,Training completed
EMP12011,2023-10-07,Training,Training completed
EMP12011,2023-11-11,Promotion,Promoted / re-graded
EMP12011,2023-12-23,Training,Training completed
EMP12011,2024-05-11,Grievance,Grievance raised with HR
EMP12011,2024-12-14,Training,Training completed
EMP12011,2025-04-19,Training,Training completed
EMP12011,2025-06-14,Training,Training completed
EMP12011,2025-12-06,Manager Change,Reporting manager changed
EMP12011,2026-03-14,Training,Training completed
EMP12012,2019-12-09,Joined,Joined as Deputy Manager at Bengaluru Tech Park via Internal Transfer
EMP12012,2023-07-29,Training,Training completed
EMP12012,2023-10-07,Grievance,Grievance raised with HR
EMP12012,2023-12-09,Training,Training completed
EMP12012,2024-04-20,Training,Training completed
EMP12012,2024-08-31,Training,Training completed
EMP12012,2024-10-19,Manager Change,Reporting manager changed
EMP12012,2025-05-10,Manager Change,Reporting manager changed
EMP12012,2025-05-17,Grievance,Grievance raised with HR
EMP12012,2025-06-14,Training,Training completed
EMP12012,2025-08-30,Manager Change,Reporting manager changed
EMP12012,2025-09-06,Training,Training completed
EMP12012,2025-09-20,Training,Training completed
EMP12012,2026-02-21,Manager Change,Reporting manager changed
EMP12012,2026-05-30,Manager Change,Reporting manager changed
EMP12012,2026-07-04,Manager Change,Reporting manager changed
EMP12013,2026-04-18,Joined,Joined as Junior Engineer at JNPA WOLP via Naukri / Job Portal
EMP12013,2026-06-20,Training,Training completed
EMP12014,2021-02-24,Joined,Joined as Site Helper at Delhi NCR Logistics Hub via Walk-in / Site Gate
EMP12014,2023-09-09,Training,Training completed
EMP12014,2023-09-17,Exit,Resignation - Relocation
EMP12015,2019-05-15,Joined,Joined as Site Helper at JNPA WOLP via Employee Referral
EMP12015,2023-04-22,Training,Training completed
EMP12015,2023-11-18,Training,Training completed
EMP12015,2023-11-25,Training,Training completed
EMP12015,2024-02-10,Training,Training completed
EMP12015,2024-03-23,Grievance,Grievance raised with HR
EMP12015,2024-04-06,Training,Training completed
EMP12015,2024-11-16,Training,Training completed
EMP12015,2024-11-23,Manager Change,Reporting manager changed
EMP12015,2024-12-21,Grievance,Grievance raised with HR
EMP12015,2025-04-19,Grievance,Grievance raised with HR
EMP12015,2025-06-07,Grievance,Grievance raised with HR
EMP12015,2025-06-28,Manager Change,Reporting manager changed
EMP12015,2025-07-12,Training,Training completed
EMP12015,2025-08-30,Resignation Submitted,"5-day notice, reason: Personal / Family"
EMP12015,2025-09-04,Exit,Resignation - Personal / Family
EMP12016,2021-05-17,Joined,Joined as Planning Engineer at Bengaluru Tech Park via Employee Referral
EMP12016,2023-05-06,Grievance,Grievance raised with HR
EMP12016,2023-09-02,Training,Training completed
EMP12016,2023-10-21,Training,Training completed
EMP12016,2023-11-18,Training,Training completed
EMP12016,2023-12-23,Manager Change,Reporting manager changed
EMP12016,2024-06-01,Training,Training completed
EMP12016,2024-10-26,Training,Training completed
EMP12016,2024-12-14,Training,Training completed
EMP12016,2026-01-10,Training,Training completed
EMP12016,2026-05-16,Promotion,Promoted / re-graded
EMP12017,2019-08-30,Joined,Joined as Site Engineer at Pune Metro Reach-3 via Naukri / Job Portal
EMP12017,2023-06-17,Resignation Submitted,"18-day notice, reason: Personal / Family"
EMP12017,2023-07-05,Exit,Resignation - Personal / Family
EMP12018,2025-11-22,Joined,Joined as Deputy Manager at Mantralaya Redevelopment via Recruitment Consultancy
EMP12018,2026-02-14,Manager Change,Reporting manager changed
EMP12018,2026-05-09,Manager Change,Reporting manager changed
EMP12018,2026-05-30,Training,Training completed
EMP12019,2026-07-11,Joined,Joined as Project Manager at Bengaluru Tech Park via Internal Transfer
EMP12019,2026-07-18,Resignation Submitted,"9-day notice, reason: Salary"
EMP12019,2026-07-27,Exit,Resignation - Salary
EMP12020,2021-07-17,Joined,Joined as Construction Manager at Mantralaya Redevelopment via Naukri / Job Portal
EMP12020,2023-04-01,Manager Change,Reporting manager changed
EMP12020,2023-04-29,Training,Training completed
EMP12020,2023-05-06,Training,Training completed
EMP12020,2023-06-10,Resignation Submitted,"41-day notice, reason: Career Growth"
EMP12020,2023-07-21,Exit,Resignation - Career Growth
EMP12021,2024-09-21,Joined,Joined as Project Manager at JNPA WOLP via Employee Referral
EMP12021,2024-10-19,Training,Training completed
EMP12021,2024-11-23,Manager Change,Reporting manager changed
EMP12021,2025-01-25,Grievance,Grievance raised with HR
EMP12021,2025-04-12,Manager Change,Reporting manager changed
EMP12021,2025-04-19,Training,Training completed
EMP12021,2025-06-14,Manager Change,Reporting manager changed
EMP12021,2025-11-29,Training,Training completed
EMP12021,2026-09-05,Manager Change,Reporting manager changed
EMP12022,2024-01-27,Joined,Joined as Procurement Executive at Bengaluru Tech Park via Labour Contractor
EMP12022,2024-03-23,Training,Training completed
EMP12022,2024-05-11,Training,Training completed
EMP12022,2024-06-15,Grievance,Grievance raised with HR
EMP12022,2024-07-20,Manager Change,Reporting manager changed
EMP12022,2024-08-03,Manager Change,Reporting manager changed
EMP12022,2024-09-07,Grievance,Grievance raised with HR
EMP12022,2024-09-28,Training,Training completed
EMP12022,2024-09-28,Grievance,Grievance raised with HR
EMP12022,2024-10-12,Training,Training completed
EMP12022,2024-11-02,Manager Change,Reporting manager changed
EMP12022,2025-01-04,Training,Training completed
EMP12022,2025-04-26,Resignation Submitted,"31-day notice, reason: Salary"
EMP12022,2025-05-27,Exit,Resignation - Salary
EMP12023,2025-04-12,Joined,Joined as Senior Engineer at Ahmedabad Water Works via Labour Contractor
EMP12023,2025-04-19,Training,Training completed
EMP12023,2025-05-03,Resignation Submitted,"4-day notice, reason: Manager Relationship"
EMP12023,2025-05-07,Exit,Resignation - Manager Relationship
EMP12024,2023-09-02,Joined,Joined as Site Helper at Nagpur Expressway Pkg-4 via Labour Contractor
EMP12024,2023-09-30,Training,Training completed
EMP12024,2023-12-02,Training,Training completed
EMP12024,2024-06-01,Grievance,Grievance raised with HR
EMP12024,2024-09-21,Resignation Submitted,"23-day notice, reason: Better Offer"
EMP12024,2024-10-14,Exit,Resignation - Better Offer
EMP12025,2024-09-14,Joined,Joined as Deputy Manager at Mumbai HO via Naukri / Job Portal
EMP12025,2025-06-28,Training,Training completed
EMP12025,2025-09-20,Training,Training completed
EMP12025,2025-10-04,Training,Training completed
EMP12025,2026-07-11,Resignation Submitted,"59-day notice, reason: Salary"
EMP12025,2026-09-08,Exit,Resignation - Salary
EMP12026,2022-06-26,Joined,Joined as Junior Engineer at Pune Metro Reach-3 via Naukri / Job Portal
EMP12026,2023-10-21,Training,Training completed
EMP12026,2024-01-27,Grievance,Grievance raised with HR
EMP12026,2024-02-02,Exit,End of Contract - Contract Not Renewed
EMP12027,2024-11-30,Joined,Joined as HR Executive at Mumbai HO via Recruitment Consultancy
EMP12027,2025-01-18,Training,Training completed
EMP12027,2025-01-18,Resignation Submitted,"5-day notice, reason: Work Conditions"
EMP12027,2025-01-23,Exit,Resignation - Work Conditions
EMP12028,2025-02-01,Joined,Joined as Senior Engineer at Nagpur Expressway Pkg-4 via Naukri / Job Portal
EMP12028,2025-02-08,Grievance,Grievance raised with HR
EMP12028,2025-03-29,Grievance,Grievance raised with HR
EMP12028,2025-04-19,Grievance,Grievance raised with HR
EMP12028,2025-09-20,Resignation Submitted,"45-day notice, reason: Better Offer"
EMP12028,2025-11-04,Exit,Resignation - Better Offer
EMP12029,2023-01-27,Joined,Joined as Senior Engineer at JNPA WOLP via Employee Referral
EMP12029,2023-05-06,Training,Training completed
EMP12029,2023-12-09,Manager Change,Reporting manager changed
EMP12029,2024-02-17,Training,Training completed
EMP12029,2024-03-16,Grievance,Grievance raised with HR
EMP12029,2024-12-07,Training,Training completed
EMP12029,2024-12-28,Manager Change,Reporting manager changed
EMP12029,2025-02-01,Training,Training completed
EMP12029,2025-06-14,Manager Change,Reporting manager changed
EMP12029,2025-08-23,Manager Change,Reporting manager changed
EMP12029,2026-06-20,Manager Change,Reporting manager changed
EMP12029,2026-08-22,Grievance,Grievance raised with HR
EMP12030,2023-08-12,Joined,Joined as Site Engineer at Bengaluru Tech Park via Labour Contractor
EMP12030,2023-10-21,Training,Training completed
EMP12030,2023-11-11,Manager Change,Reporting manager changed
EMP12030,2024-04-06,Manager Change,Reporting manager changed
EMP12030,2024-04-27,Grievance,Grievance raised with HR
EMP12030,2024-05-25,Training,Training completed
EMP12030,2024-05-25,Resignation Submitted,"42-day notice, reason: Relocation"
EMP12030,2024-07-06,Exit,Resignation - Relocation
EMP12031,2021-04-27,Joined,Joined as Accounts Officer at Pune Metro Reach-3 via Naukri / Job Portal
EMP12031,2023-09-09,Training,Training completed
EMP12031,2024-04-20,Training,Training completed
EMP12031,2024-07-13,Training,Training completed
EMP12031,2024-08-17,Manager Change,Reporting manager changed
EMP12031,2024-10-19,Grievance,Grievance raised with HR
EMP12031,2025-04-26,Promotion,Promoted / re-graded
EMP12031,2025-06-07,Manager Change,Reporting manager changed
EMP12031,2025-06-21,Training,Training completed
EMP12031,2025-08-09,Training,Training completed
EMP12031,2026-02-21,Training,Training completed
EMP12032,2025-10-11,Joined,Joined as HR Executive at Mantralaya Redevelopment via Labour Contractor
EMP12032,2026-02-28,Grievance,Grievance raised with HR
EMP12032,2026-07-18,Training,Training completed
EMP12032,2026-08-22,Training,Training completed
EMP12033,2023-09-09,Joined,Joined as Deputy Manager at Mantralaya Redevelopment via Recruitment Consultancy
EMP12033,2024-03-09,Grievance,Grievance raised with HR
EMP12033,2024-03-23,Grievance,Grievance raised with HR
EMP12033,2024-06-08,Manager Change,Reporting manager changed
EMP12033,2024-08-17,Training,Training completed
EMP12033,2025-02-08,Training,Training completed
EMP12033,2025-03-15,Training,Training completed
EMP12033,2026-01-10,Grievance,Grievance raised with HR
EMP12033,2026-03-14,Manager Change,Reporting manager changed
EMP12033,2026-05-16,Training,Training completed
EMP12034,2022-10-29,Joined,Joined as Senior Engineer at JNPA WOLP via Employee Referral
EMP12034,2023-04-22,Training,Training completed
EMP12034,2023-07-01,Manager Change,Reporting manager changed
EMP12034,2023-12-02,Training,Training completed
EMP12034,2024-01-20,Manager Change,Reporting manager changed
EMP12034,2024-02-17,Resignation Submitted,"9-day notice, reason: Work Conditions"
EMP12034,2024-02-26,Exit,Resignation - Work Conditions
EMP12035,2024-08-31,Joined,Joined as Deputy Manager at Delhi NCR Logistics Hub via Naukri / Job Portal
EMP12035,2025-04-05,Grievance,Grievance raised with HR
EMP12035,2025-06-21,Manager Change,Reporting manager changed
EMP12035,2025-06-28,Training,Training completed
EMP12036,2022-09-14,Joined,Joined as Supervisor at Bengaluru Tech Park via Naukri / Job Portal
EMP12036,2023-05-13,Grievance,Grievance raised with HR
EMP12036,2023-06-10,Grievance,Grievance raised with HR
EMP12036,2023-09-02,Grievance,Grievance raised with HR
EMP12036,2023-10-14,Training,Training completed
EMP12036,2023-10-14,Grievance,Grievance raised with HR
EMP12036,2024-04-27,Resignation Submitted,"21-day notice, reason: Career Growth"
EMP12036,2024-05-18,Exit,Resignation - Career Growth
EMP12037,2025-02-08,Joined,Joined as Deputy Manager at Mantralaya Redevelopment via Employee Referral
EMP12037,2025-03-15,Training,Training completed
EMP12037,2025-10-11,Training,Training completed
EMP12037,2026-05-02,Training,Training completed
EMP12038,2024-01-20,Joined,Joined as Supervisor at Nagpur Expressway Pkg-4 via Recruitment Consultancy
EMP12038,2024-02-03,Grievance,Grievance raised with HR
EMP12038,2024-02-05,Exit,Absconding - Wage Dispute
EMP12039,2022-12-15,Joined,Joined as QA/QC Engineer at Bengaluru Tech Park via Internal Transfer
EMP12039,2023-06-24,Training,Training completed
EMP12039,2023-10-21,Training,Training completed
EMP12039,2024-03-16,Grievance,Grievance raised with HR
EMP12039,2024-07-13,Training,Training completed
EMP12039,2024-11-16,Training,Training completed
EMP12039,2025-07-19,Training,Training completed
EMP12039,2025-09-06,Training,Training completed
EMP12039,2025-09-27,Grievance,Grievance raised with HR
EMP12039,2025-10-25,Grievance,Grievance raised with HR
EMP12039,2026-07-25,Training,Training completed
EMP12039,2026-08-08,Manager Change,Reporting manager changed
EMP12040,2023-10-07,Joined,Joined as Project Manager at Pune Metro Reach-3 via Naukri / Job Portal
EMP12040,2023-10-14,Grievance,Grievance raised with HR
EMP12040,2023-10-14,Resignation Submitted,"9-day notice, reason: Personal / Family"
EMP12040,2023-10-23,Exit,Resignation - Personal / Family
EMP12041,2024-05-25,Joined,Joined as Deputy Manager at Bengaluru Tech Park via Naukri / Job Portal
EMP12041,2024-09-14,Training,Training completed
EMP12041,2025-03-15,Manager Change,Reporting manager changed
EMP12041,2025-05-24,Promotion,Promoted / re-graded
EMP12041,2025-06-07,Training,Training completed
EMP12041,2025-11-29,Manager Change,Reporting manager changed
EMP12041,2025-12-06,Training,Training completed
EMP12042,2023-05-20,Joined,Joined as Deputy Manager at Bengaluru Tech Park via Recruitment Consultancy
EMP12042,2024-05-18,Promotion,Promoted / re-graded
EMP12042,2024-09-28,Training,Training completed
EMP12042,2024-11-09,Training,Training completed
EMP12042,2025-05-10,Training,Training completed
EMP12042,2026-01-03,Resignation Submitted,"53-day notice, reason: Career Growth"
EMP12042,2026-02-25,Exit,Resignation - Career Growth
EMP12043,2021-01-16,Joined,Joined as Senior Engineer at Ahmedabad Water Works via Labour Contractor
EMP12043,2023-06-24,Resignation Submitted,"22-day notice, reason: Personal / Family"
EMP12043,2023-07-16,Exit,Resignation - Personal / Family
EMP12044,2022-08-16,Joined,Joined as Deputy Manager at Ahmedabad Water Works via Recruitment Consultancy
EMP12044,2023-04-01,Manager Change,Reporting manager changed
EMP12044,2023-08-19,Grievance,Grievance raised with HR
EMP12044,2023-11-04,Manager Change,Reporting manager changed
EMP12044,2023-12-30,Grievance,Grievance raised with HR
EMP12044,2024-03-23,Manager Change,Reporting manager changed
EMP12044,2024-05-04,Training,Training completed
EMP12044,2024-05-25,Training,Training completed
EMP12044,2024-06-22,Resignation Submitted,"65-day notice, reason: Work Conditions"
EMP12044,2024-08-26,Exit,Resignation - Work Conditions
EMP12045,2024-01-13,Joined,Joined as Deputy Manager at Pune Metro Reach-3 via Naukri / Job Portal
EMP12045,2024-02-10,Manager Change,Reporting manager changed
EMP12045,2024-03-09,Training,Training completed
EMP12045,2024-08-03,Training,Training completed
EMP12045,2024-08-17,Manager Change,Reporting manager changed
EMP12045,2024-08-31,Manager Change,Reporting manager changed
EMP12045,2024-09-14,Training,Training completed
EMP12045,2024-09-14,Manager Change,Reporting manager changed
EMP12045,2025-01-04,Training,Training completed
EMP12045,2025-01-11,Resignation Submitted,"50-day notice, reason: Career Growth"
EMP12045,2025-03-02,Exit,Resignation - Career Growth
EMP12046,2023-06-17,Joined,Joined as Construction Manager at Mantralaya Redevelopment via Recruitment Consultancy
EMP12046,2023-07-01,Manager Change,Reporting manager changed
EMP12046,2023-12-30,Training,Training completed
EMP12046,2024-02-17,Grievance,Grievance raised with HR
EMP12046,2024-02-24,Training,Training completed
EMP12046,2024-03-30,Training,Training completed
EMP12046,2024-05-11,Manager Change,Reporting manager changed
EMP12046,2024-08-24,Training,Training completed
EMP12046,2024-12-07,Grievance,Grievance raised with HR
EMP12046,2025-01-18,Grievance,Grievance raised with HR
EMP12046,2025-03-15,Grievance,Grievance raised with HR
EMP12046,2025-07-12,Grievance,Grievance raised with HR
EMP12046,2025-07-26,Manager Change,Reporting manager changed
EMP12046,2025-08-16,Training,Training completed
EMP12046,2025-08-23,Manager Change,Reporting manager changed
EMP12046,2025-09-06,Training,Training completed
EMP12046,2025-09-27,Grievance,Grievance raised with HR
EMP12046,2025-11-08,Grievance,Grievance raised with HR
EMP12046,2025-11-22,Training,Training completed
EMP12046,2025-12-06,Grievance,Grievance raised with HR
EMP12046,2026-03-07,Resignation Submitted,"61-day notice, reason: Work Conditions"
EMP12046,2026-05-07,Exit,Resignation - Work Conditions
EMP12047,2025-08-02,Joined,Joined as Senior Engineer at Mantralaya Redevelopment via Walk-in / Site Gate
EMP12047,2025-08-19,Exit,Resignation - Manager Relationship
EMP12048,2024-01-13,Joined,Joined as Accounts Officer at Mantralaya Redevelopment via Naukri / Job Portal
EMP12048,2024-01-27,Resignation Submitted,"7-day notice, reason: Relocation"
EMP12048,2024-02-03,Exit,Resignation - Relocation
EMP12049,2022-01-13,Joined,Joined as Junior Engineer at Pune Metro Reach-3 via Employee Referral
EMP12049,2023-06-03,Manager Change,Reporting manager changed
EMP12049,2023-08-05,Manager Change,Reporting manager changed
EMP12049,2023-11-25,Training,Training completed
EMP12049,2023-12-16,Grievance,Grievance raised with HR
EMP12049,2024-01-13,Promotion,Promoted / re-graded
EMP12049,2024-02-03,Manager Change,Reporting manager changed
EMP12049,2024-02-03,Grievance,Grievance raised with HR
EMP12049,2024-02-17,Grievance,Grievance raised with HR
EMP12049,2024-04-13,Resignation Submitted,"5-day notice, reason: Manager Relationship"
EMP12049,2024-04-18,Exit,Resignation - Manager Relationship
EMP12050,2024-11-09,Joined,Joined as Deputy Manager at Mumbai HO via Recruitment Consultancy
EMP12050,2025-01-04,Training,Training completed
EMP12050,2025-01-11,Training,Training completed
EMP12050,2025-05-03,Resignation Submitted,"55-day notice, reason: Work Conditions"
EMP12050,2025-06-27,Exit,Resignation - Work Conditions
EMP12051,2023-07-01,Joined,Joined as QA/QC Engineer at Mantralaya Redevelopment via Internal Transfer
EMP12051,2023-10-28,Grievance,Grievance raised with HR
EMP12051,2024-01-20,Grievance,Grievance raised with HR
EMP12051,2024-04-20,Grievance,Grievance raised with HR
EMP12051,2024-05-04,Grievance,Grievance raised with HR
EMP12051,2024-06-29,Training,Training completed
EMP12051,2024-09-28,Training,Training completed
EMP12051,2024-11-16,Grievance,Grievance raised with HR
EMP12051,2025-06-07,Manager Change,Reporting manager changed
