EmployeeID,DOJ,Department,Position,Grade,Site,SiteType,ManagerID,EmploymentType,RecruitmentSource,Age,PriorExperienceYears,MonthlySalary,SalaryVsRoleBenchmark,DistanceFromSiteKm,AccommodationProvided,BusinessCriticality,RealisticJobPreview,SiteRemoteness
EMP11326,2023-11-04,EHS,Safety Officer,3,Bengaluru Tech Park,Commercial,MGR096,Permanent,Labour Contractor,33,4.3,46500,0.1338,11.1,0,3,0,0.2
EMP11327,2023-04-22,Civil Execution,Site Engineer,3,Bengaluru Tech Park,Commercial,MGR024,Retainer,Recruitment Consultancy,28,3.8,48400,0.129,10.7,0,3,0,0.2
EMP11328,2024-06-22,Planning & Coordination,Deputy Manager,5,Ahmedabad Water Works,Water,MGR073,Permanent,Naukri / Job Portal,45,8.3,88600,-0.0408,0.5,1,4,1,0.65
EMP11329,2021-01-04,Business Support Services,Accounts Officer,3,Mantralaya Redevelopment,Government Building,MGR079,Permanent,Employee Referral,39,5.3,34300,-0.1284,13.9,0,2,1,0.15
EMP11330,2025-11-15,Stores & Logistics,Store Officer,2,Bengaluru Tech Park,Commercial,MGR046,Fixed Term Contract,Recruitment Consultancy,19,2.9,29400,0.0147,19.3,0,2,1,0.2
EMP11331,2025-08-30,Civil Execution,Project Manager,6,Ahmedabad Water Works,Water,MGR037,Fixed Term Contract,Internal Transfer,43,10.0,134000,-0.0653,10.7,0,5,1,0.65
EMP11332,2025-08-23,Civil Execution,Construction Manager,5,Ahmedabad Water Works,Water,MGR027,Permanent,Employee Referral,27,6.9,96600,-0.0707,34.0,0,5,1,0.65
EMP11333,2022-12-08,Stores & Logistics,Deputy Manager,5,Pune Metro Reach-3,Metro,MGR106,Permanent,Naukri / Job Portal,30,11.3,73700,-0.2274,8.7,0,4,0,0.25
EMP11334,2022-10-20,Civil Execution,Project Manager,6,Bengaluru Tech Park,Commercial,MGR113,Permanent,Employee Referral,35,7.6,133900,-0.0413,14.0,0,5,1,0.2
EMP11335,2025-12-06,Civil Execution,Project Manager,6,Bengaluru Tech Park,Commercial,MGR076,Permanent,Recruitment Consultancy,38,9.5,151700,0.0639,19.4,0,5,0,0.2
EMP11336,2024-11-09,HR & Admin,Deputy Manager,5,Nagpur Expressway Pkg-4,Highway,MGR115,Permanent,Employee Referral,38,6.6,110600,0.22,6.6,1,4,1,0.85
EMP11337,2020-07-15,Accounts & Finance,Deputy Manager,5,Ahmedabad Water Works,Water,MGR086,Fixed Term Contract,Employee Referral,31,6.3,101600,0.1245,4.4,1,4,1,0.65
EMP11338,2022-02-10,Stores & Logistics,Supervisor,2,Pune Metro Reach-3,Metro,MGR058,Fixed Term Contract,Naukri / Job Portal,31,2.4,21000,-0.2961,39.9,0,2,0,0.25
EMP11339,2019-10-20,Quality Assurance & Control,QA/QC Engineer,3,Bengaluru Tech Park,Commercial,MGR040,Permanent,Naukri / Job Portal,26,6.1,44000,-0.0682,1.4,0,3,1,0.2
EMP11340,2022-08-11,MEP,Senior Engineer,4,Nagpur Expressway Pkg-4,Highway,MGR116,Permanent,Recruitment Consultancy,34,6.4,72800,0.0904,13.2,0,4,0,0.85
EMP11341,2025-08-23,Civil Execution,Junior Engineer,2,Nagpur Expressway Pkg-4,Highway,MGR057,Fixed Term Contract,Naukri / Job Portal,31,3.3,26200,-0.0307,3.0,1,2,0,0.85
EMP11342,2026-03-07,Civil Execution,Project Manager,6,Mantralaya Redevelopment,Government Building,MGR032,Permanent,Naukri / Job Portal,43,9.6,140600,-0.015,20.6,0,5,1,0.15
EMP11343,2025-05-10,Quality Assurance & Control,Deputy Manager,5,Pune Metro Reach-3,Metro,MGR090,Fixed Term Contract,Recruitment Consultancy,40,6.2,73400,-0.1867,10.6,0,4,1,0.25
EMP11344,2022-05-31,Business Support Services,Procurement Executive,3,Delhi NCR Logistics Hub,Industrial,MGR092,Permanent,Internal Transfer,20,4.6,40500,-0.1471,1.0,1,3,1,0.45
EMP11345,2019-09-19,Civil Execution,Site Helper,1,Delhi NCR Logistics Hub,Industrial,MGR005,Fixed Term Contract,Walk-in / Site Gate,21,7.0,19000,0.0623,29.4,0,1,0,0.45
EMP11346,2019-10-12,Planning & Coordination,Deputy Manager,5,Nagpur Expressway Pkg-4,Highway,MGR069,Permanent,Recruitment Consultancy,30,8.0,79100,-0.1408,10.4,1,4,1,0.85
EMP11347,2023-11-25,Design & Engineering,Design Engineer,4,Mumbai HO,Corporate,MGR108,Permanent,Labour Contractor,29,5.6,52500,-0.1801,18.5,0,4,0,0.05
EMP11348,2022-09-15,Business Support Services,Accounts Officer,3,Nagpur Expressway Pkg-4,Highway,MGR117,Permanent,Naukri / Job Portal,29,4.6,44600,0.1423,3.3,1,2,1,0.85
EMP11349,2021-12-07,Business Support Services,Accounts Officer,3,Ahmedabad Water Works,Water,MGR013,Permanent,Naukri / Job Portal,21,4.5,37800,-0.0307,40.7,0,2,0,0.65
EMP11350,2023-11-04,Civil Execution,Site Engineer,3,Delhi NCR Logistics Hub,Industrial,MGR091,Permanent,Campus Hiring,28,3.3,46500,0.0909,2.3,1,3,1,0.45
EMP11351,2025-04-12,EHS,Safety Officer,3,Bengaluru Tech Park,Commercial,MGR090,Permanent,Employee Referral,30,5.1,40400,-0.0238,13.8,0,3,0,0.2
EMP11352,2022-09-29,Procurement,Procurement Executive,3,Delhi NCR Logistics Hub,Industrial,MGR107,Permanent,Labour Contractor,41,5.6,45900,-0.0442,1.1,1,3,0,0.45
EMP11353,2025-05-10,Accounts & Finance,Accounts Officer,3,Ahmedabad Water Works,Water,MGR029,Apprentice / Trainee,Employee Referral,40,4.0,44200,0.1399,2.0,1,2,1,0.65
EMP11354,2025-05-31,Business Support Services,HR Executive,3,Nagpur Expressway Pkg-4,Highway,MGR074,Permanent,Employee Referral,43,6.8,36400,-0.0652,1.9,1,2,1,0.85
EMP11355,2019-10-26,Civil Execution,Construction Manager,5,Mumbai HO,Corporate,MGR072,Permanent,Naukri / Job Portal,34,6.5,101600,-0.0182,2.4,0,5,1,0.05
EMP11356,2023-12-16,Stores & Logistics,Store Officer,2,Mantralaya Redevelopment,Government Building,MGR050,Fixed Term Contract,Recruitment Consultancy,33,3.8,31600,0.0794,2.9,0,2,1,0.15
EMP11357,2019-09-13,EHS,Deputy Manager,5,JNPA WOLP,Port Infrastructure,MGR039,Fixed Term Contract,Recruitment Consultancy,27,7.2,111300,0.2196,4.0,1,4,1,0.55
EMP11358,2025-07-26,Civil Execution,Construction Manager,5,Mantralaya Redevelopment,Government Building,MGR015,Permanent,Naukri / Job Portal,36,8.7,81700,-0.2294,2.0,0,5,0,0.15
EMP11359,2025-07-12,Accounts & Finance,Deputy Manager,5,JNPA WOLP,Port Infrastructure,MGR078,Retainer,Employee Referral,43,8.2,99600,0.0795,10.5,0,4,1,0.55
EMP11360,2024-12-07,HR & Admin,HR Executive,3,Pune Metro Reach-3,Metro,MGR051,Fixed Term Contract,Naukri / Job Portal,47,3.3,27900,-0.2545,16.6,0,2,0,0.25
EMP11361,2025-11-01,Design & Engineering,Design Engineer,4,Mumbai HO,Corporate,MGR075,Apprentice / Trainee,Labour Contractor,43,5.1,64800,0.0177,20.5,0,4,0,0.05
EMP11362,2026-03-07,Stores & Logistics,Deputy Manager,5,Bengaluru Tech Park,Commercial,MGR041,Permanent,Employee Referral,42,6.7,67300,-0.2584,9.1,0,4,1,0.2
EMP11363,2025-04-05,Civil Execution,Site Helper,1,Mantralaya Redevelopment,Government Building,MGR112,Permanent,Walk-in / Site Gate,24,3.2,19900,0.1615,10.3,0,1,0,0.15
EMP11364,2021-05-28,Civil Execution,Site Helper,1,Mantralaya Redevelopment,Government Building,MGR033,Fixed Term Contract,Labour Contractor,26,1.5,17700,0.0538,10.9,0,1,0,0.15
EMP11365,2022-08-01,EHS,Safety Officer,3,JNPA WOLP,Port Infrastructure,MGR095,Permanent,Naukri / Job Portal,27,4.5,36200,-0.1193,2.3,1,3,0,0.55
EMP11366,2025-06-28,Civil Execution,Junior Engineer,2,Bengaluru Tech Park,Commercial,MGR017,Fixed Term Contract,Recruitment Consultancy,22,2.9,20200,-0.2492,17.2,0,2,1,0.2
EMP11367,2025-06-14,Civil Execution,Senior Engineer,4,Bengaluru Tech Park,Commercial,MGR116,Permanent,Naukri / Job Portal,37,9.3,69600,0.0099,12.9,0,4,1,0.2
EMP11368,2025-11-01,Accounts & Finance,Accounts Officer,3,Ahmedabad Water Works,Water,MGR035,Permanent,Naukri / Job Portal,24,3.4,42200,0.0958,34.1,0,2,1,0.65
EMP11369,2024-04-27,Civil Execution,Junior Engineer,2,JNPA WOLP,Port Infrastructure,MGR095,Fixed Term Contract,Labour Contractor,41,3.1,27900,0.0346,4.1,1,2,0,0.55
EMP11370,2026-05-30,Planning & Coordination,Deputy Manager,5,Ahmedabad Water Works,Water,MGR085,Permanent,Employee Referral,50,9.3,104300,0.117,2.8,1,4,1,0.65
EMP11371,2025-10-18,Civil Execution,Site Engineer,3,Pune Metro Reach-3,Metro,MGR077,Permanent,Employee Referral,33,6.2,46900,0.0647,26.7,0,3,1,0.25
EMP11372,2023-07-08,Civil Execution,Supervisor,2,Delhi NCR Logistics Hub,Industrial,MGR055,Permanent,Naukri / Job Portal,19,2.6,26700,-0.1072,1.2,1,2,0,0.45
EMP11373,2020-04-27,Procurement,Deputy Manager,5,JNPA WOLP,Port Infrastructure,MGR097,Fixed Term Contract,Employee Referral,47,7.0,105200,0.1553,1.5,1,4,1,0.55
EMP11374,2023-12-16,Accounts & Finance,Accounts Officer,3,Delhi NCR Logistics Hub,Industrial,MGR017,Permanent,Walk-in / Site Gate,28,3.2,42000,0.0932,4.9,1,2,1,0.45
EMP11375,2023-04-15,HR & Admin,Deputy Manager,5,Mumbai HO,Corporate,MGR032,Permanent,Naukri / Job Portal,33,8.7,86900,-0.0633,44.9,0,4,0,0.05
EMP11376,2026-07-04,Design & Engineering,Deputy Manager,5,Ahmedabad Water Works,Water,MGR115,Fixed Term Contract,Employee Referral,36,7.0,83700,-0.0808,1.8,1,4,1,0.65
EMP11377,2025-06-21,Accounts & Finance,Deputy Manager,5,Pune Metro Reach-3,Metro,MGR035,Permanent,Employee Referral,39,7.7,84000,-0.0846,26.1,0,4,1,0.25
EMP11378,2023-07-08,MEP,Junior Engineer,2,Delhi NCR Logistics Hub,Industrial,MGR094,Retainer,Employee Referral,27,3.2,28900,0.0704,2.7,1,2,1,0.45
EMP11379,2025-09-20,Civil Execution,Junior Engineer,2,Delhi NCR Logistics Hub,Industrial,MGR020,Fixed Term Contract,Naukri / Job Portal,20,4.0,28200,0.0349,43.0,0,2,1,0.45
EMP11380,2020-01-15,Planning & Coordination,Senior Engineer,4,JNPA WOLP,Port Infrastructure,MGR070,Permanent,Recruitment Consultancy,26,7.6,52600,-0.2225,0.7,1,4,1,0.55
EMP11381,2025-12-20,Civil Execution,Site Engineer,3,Mantralaya Redevelopment,Government Building,MGR009,Fixed Term Contract,Naukri / Job Portal,32,3.0,45900,0.0806,15.4,0,3,0,0.15
EMP11382,2019-12-10,Civil Execution,Senior Engineer,4,Nagpur Expressway Pkg-4,Highway,MGR005,Fixed Term Contract,Labour Contractor,45,6.3,60400,-0.0943,12.2,1,4,0,0.85
EMP11383,2025-10-18,Civil Execution,Site Engineer,3,Nagpur Expressway Pkg-4,Highway,MGR099,Permanent,Employee Referral,40,8.1,40800,-0.093,7.8,1,3,1,0.85
EMP11384,2022-09-09,Procurement,Procurement Executive,3,Pune Metro Reach-3,Metro,MGR049,Permanent,Naukri / Job Portal,32,5.0,55200,0.1572,40.8,0,3,1,0.25
EMP11385,2023-02-06,Accounts & Finance,Accounts Officer,3,Bengaluru Tech Park,Commercial,MGR108,Permanent,Recruitment Consultancy,41,6.0,37200,-0.0621,22.1,0,2,1,0.2
EMP11386,2020-04-25,Civil Execution,Site Helper,1,Bengaluru Tech Park,Commercial,MGR028,Fixed Term Contract,Walk-in / Site Gate,22,1.8,18300,0.0856,18.9,0,1,0,0.2
EMP11387,2023-12-09,Planning & Coordination,Senior Engineer,4,Ahmedabad Water Works,Water,MGR078,Permanent,Labour Contractor,34,5.9,62000,-0.0661,64.8,0,4,0,0.65
EMP11388,2025-03-08,Civil Execution,Junior Engineer,2,Delhi NCR Logistics Hub,Industrial,MGR003,Fixed Term Contract,Walk-in / Site Gate,31,2.0,24400,-0.0835,7.1,0,2,0,0.45
EMP11389,2022-10-28,Civil Execution,Site Helper,1,JNPA WOLP,Port Infrastructure,MGR060,Fixed Term Contract,Labour Contractor,24,1.4,21100,0.2577,1.2,1,1,0,0.55
EMP11390,2025-10-18,MEP,Deputy Manager,5,Mantralaya Redevelopment,Government Building,MGR097,Permanent,Recruitment Consultancy,39,6.5,85700,-0.0536,12.1,0,4,1,0.15
EMP11391,2020-01-11,Civil Execution,Construction Manager,5,Pune Metro Reach-3,Metro,MGR017,Permanent,Internal Transfer,40,8.0,83400,-0.2073,53.8,0,5,1,0.25
EMP11392,2025-06-28,Civil Execution,Junior Engineer,2,JNPA WOLP,Port Infrastructure,MGR093,Permanent,Naukri / Job Portal,24,1.6,29500,0.1132,41.9,0,2,1,0.55
EMP11393,2025-05-03,Civil Execution,Construction Manager,5,Nagpur Expressway Pkg-4,Highway,MGR026,Fixed Term Contract,Recruitment Consultancy,53,7.3,103700,-0.0068,65.0,0,5,0,0.85
EMP11394,2023-05-27,Civil Execution,Site Engineer,3,Pune Metro Reach-3,Metro,MGR104,Fixed Term Contract,Internal Transfer,32,3.2,61100,0.4351,17.3,0,3,1,0.25
EMP11395,2019-06-22,HR & Admin,Deputy Manager,5,Mumbai HO,Corporate,MGR050,Permanent,Employee Referral,49,8.0,103700,0.1264,3.1,0,4,1,0.05
EMP11396,2025-11-01,Business Support Services,HR Executive,3,Ahmedabad Water Works,Water,MGR094,Fixed Term Contract,Employee Referral,26,5.3,35500,-0.0729,26.7,0,2,1,0.65
EMP11397,2021-05-04,Civil Execution,Junior Engineer,2,Bengaluru Tech Park,Commercial,MGR046,Fixed Term Contract,Labour Contractor,36,2.4,29500,0.1029,4.6,0,2,0,0.2
EMP11398,2021-07-26,Stores & Logistics,Deputy Manager,5,Bengaluru Tech Park,Commercial,MGR105,Apprentice / Trainee,Naukri / Job Portal,43,6.8,51500,-0.4332,34.8,0,4,0,0.2
EMP11399,2023-04-01,Design & Engineering,Senior Engineer,4,Nagpur Expressway Pkg-4,Highway,MGR100,Fixed Term Contract,Employee Referral,37,6.6,60200,-0.1003,3.8,1,4,1,0.85
EMP11400,2020-08-18,Stores & Logistics,Supervisor,2,Nagpur Expressway Pkg-4,Highway,MGR045,Permanent,Employee Referral,22,2.1,27800,-0.0649,3.8,1,2,1,0.85
EMP11401,2021-04-02,Stores & Logistics,Store Officer,2,Mumbai HO,Corporate,MGR005,Permanent,Employee Referral,19,1.8,38200,0.3354,16.8,0,2,1,0.05
EMP11402,2022-12-28,HR & Admin,HR Executive,3,Mumbai HO,Corporate,MGR099,Permanent,Labour Contractor,28,3.8,28800,-0.2349,17.2,0,2,0,0.05
EMP11403,2024-02-17,Quality Assurance & Control,QA/QC Engineer,3,Ahmedabad Water Works,Water,MGR094,Permanent,Internal Transfer,26,6.2,42300,-0.1052,7.5,0,3,1,0.65
EMP11404,2022-06-24,Accounts & Finance,Deputy Manager,5,Pune Metro Reach-3,Metro,MGR048,Permanent,Naukri / Job Portal,41,6.2,88900,-0.015,9.8,0,4,1,0.25
EMP11405,2021-08-22,Design & Engineering,Senior Engineer,4,Pune Metro Reach-3,Metro,MGR109,Permanent,Employee Referral,39,10.3,77600,0.1139,19.7,0,4,1,0.25
EMP11406,2023-11-25,Design & Engineering,Deputy Manager,5,Mumbai HO,Corporate,MGR079,Permanent,Recruitment Consultancy,46,6.0,97700,0.085,12.7,0,4,0,0.05
EMP11407,2026-03-14,Civil Execution,Senior Engineer,4,JNPA WOLP,Port Infrastructure,MGR116,Fixed Term Contract,Naukri / Job Portal,27,5.0,67200,0.0225,0.9,1,4,1,0.55
EMP11408,2020-10-11,EHS,Safety Officer,3,Delhi NCR Logistics Hub,Industrial,MGR102,Permanent,Naukri / Job Portal,26,4.9,34100,-0.1742,31.8,0,3,1,0.45
EMP11409,2025-05-03,Design & Engineering,Senior Engineer,4,Ahmedabad Water Works,Water,MGR027,Permanent,Naukri / Job Portal,33,7.8,61600,-0.0915,16.8,0,4,0,0.65
EMP11410,2026-05-23,MEP,Deputy Manager,5,Mantralaya Redevelopment,Government Building,MGR033,Fixed Term Contract,Employee Referral,39,6.9,90300,-0.0072,27.1,0,4,1,0.15
EMP11411,2024-01-13,Procurement,Procurement Executive,3,Nagpur Expressway Pkg-4,Highway,MGR054,Fixed Term Contract,Labour Contractor,32,4.6,47800,0.0067,4.9,1,3,0,0.85
EMP11412,2019-08-06,Design & Engineering,Design Engineer,4,Delhi NCR Logistics Hub,Industrial,MGR030,Fixed Term Contract,Employee Referral,38,5.6,73000,0.1401,5.6,0,4,1,0.45
EMP11413,2025-03-29,Design & Engineering,Deputy Manager,5,Delhi NCR Logistics Hub,Industrial,MGR059,Fixed Term Contract,Internal Transfer,35,8.3,75400,-0.1837,2.1,1,4,1,0.45
EMP11414,2023-08-12,Stores & Logistics,Supervisor,2,Bengaluru Tech Park,Commercial,MGR119,Retainer,Recruitment Consultancy,42,3.8,26100,-0.1393,16.1,0,2,0,0.2
EMP11415,2024-08-24,Civil Execution,Junior Engineer,2,Ahmedabad Water Works,Water,MGR036,Fixed Term Contract,Naukri / Job Portal,29,2.7,26600,-0.009,3.3,1,2,0,0.65
EMP11416,2025-12-27,Design & Engineering,Design Engineer,4,Bengaluru Tech Park,Commercial,MGR008,Fixed Term Contract,Campus Hiring,33,4.9,50800,-0.2004,8.2,0,4,0,0.2
EMP11417,2024-05-18,EHS,Supervisor,2,Ahmedabad Water Works,Water,MGR064,Permanent,Employee Referral,30,2.3,36000,0.208,1.7,1,2,1,0.65
EMP11418,2019-08-14,Business Support Services,Accounts Officer,3,Pune Metro Reach-3,Metro,MGR078,Permanent,Employee Referral,38,4.3,37000,-0.0491,22.8,0,2,1,0.25
EMP11419,2022-10-28,Planning & Coordination,Senior Engineer,4,Mumbai HO,Corporate,MGR043,Permanent,Labour Contractor,36,6.8,68900,0.0275,31.8,0,4,0,0.05
EMP11420,2024-05-18,Planning & Coordination,Deputy Manager,5,Nagpur Expressway Pkg-4,Highway,MGR004,Retainer,Naukri / Job Portal,31,7.5,81600,-0.1088,3.9,1,4,0,0.85
EMP11421,2024-08-17,Quality Assurance & Control,Deputy Manager,5,Mumbai HO,Corporate,MGR013,Permanent,Naukri / Job Portal,40,8.1,99900,0.0839,9.5,0,4,1,0.05
EMP11422,2026-05-30,Civil Execution,Site Helper,1,Pune Metro Reach-3,Metro,MGR079,Fixed Term Contract,Labour Contractor,19,0.1,16800,0.017,21.8,0,1,0,0.25
EMP11423,2025-06-28,MEP,Senior Engineer,4,Nagpur Expressway Pkg-4,Highway,MGR073,Apprentice / Trainee,Employee Referral,41,6.0,75000,0.1284,4.1,1,4,1,0.85
EMP11424,2025-10-25,Civil Execution,Project Manager,6,Bengaluru Tech Park,Commercial,MGR088,Permanent,Recruitment Consultancy,44,8.8,193400,0.3666,17.2,0,5,0,0.2
EMP11425,2021-09-26,Accounts & Finance,Accounts Officer,3,Mumbai HO,Corporate,MGR080,Permanent,Recruitment Consultancy,27,4.0,33800,-0.1283,4.0,0,2,0,0.05
EMP11426,2023-06-10,Stores & Logistics,Supervisor,2,Pune Metro Reach-3,Metro,MGR114,Permanent,Employee Referral,33,2.4,37100,0.2435,81.7,0,2,1,0.25
EMP11427,2025-12-27,Accounts & Finance,Accounts Officer,3,Mumbai HO,Corporate,MGR103,Retainer,Campus Hiring,19,3.2,38700,0.0073,9.0,0,2,1,0.05
EMP11428,2025-08-30,Quality Assurance & Control,Junior Engineer,2,JNPA WOLP,Port Infrastructure,MGR058,Fixed Term Contract,Internal Transfer,29,3.7,34300,0.2631,1.6,1,2,1,0.55
EMP11429,2023-11-18,Design & Engineering,Design Engineer,4,Mumbai HO,Corporate,MGR080,Fixed Term Contract,Naukri / Job Portal,34,5.7,69900,0.0904,5.8,0,4,0,0.05
EMP11430,2026-08-08,Design & Engineering,Deputy Manager,5,Bengaluru Tech Park,Commercial,MGR006,Apprentice / Trainee,Recruitment Consultancy,42,8.6,89000,-0.0396,4.9,0,4,0,0.2
EMP11431,2025-08-23,MEP,Senior Engineer,4,Pune Metro Reach-3,Metro,MGR057,Permanent,Recruitment Consultancy,42,5.1,63000,-0.0425,29.6,0,4,0,0.25
EMP11432,2025-10-25,EHS,Deputy Manager,5,JNPA WOLP,Port Infrastructure,MGR004,Fixed Term Contract,Employee Referral,42,7.8,85500,-0.0693,0.6,1,4,0,0.55
EMP11433,2021-10-24,Procurement,Deputy Manager,5,Ahmedabad Water Works,Water,MGR043,Permanent,Employee Referral,40,6.8,81200,-0.1063,5.3,1,4,1,0.65
EMP11434,2022-11-03,Business Support Services,Accounts Officer,3,Bengaluru Tech Park,Commercial,MGR091,Apprentice / Trainee,Employee Referral,26,4.8,44200,0.1295,16.6,0,2,1,0.2
EMP11435,2025-10-25,Accounts & Finance,Accounts Officer,3,Ahmedabad Water Works,Water,MGR078,Permanent,Naukri / Job Portal,25,4.4,27300,-0.2992,2.0,1,2,0,0.65
EMP11436,2022-12-17,Civil Execution,Site Helper,1,JNPA WOLP,Port Infrastructure,MGR041,Permanent,Walk-in / Site Gate,22,2.8,18600,0.0906,0.6,1,1,0,0.55
EMP11437,2026-04-25,Civil Execution,Site Engineer,3,Pune Metro Reach-3,Metro,MGR024,Permanent,Naukri / Job Portal,34,5.0,44800,0.0308,16.8,0,3,0,0.25
EMP11438,2023-12-02,Planning & Coordination,Deputy Manager,5,Nagpur Expressway Pkg-4,Highway,MGR104,Fixed Term Contract,Internal Transfer,40,8.2,78800,-0.1459,41.9,0,4,1,0.85
EMP11439,2026-05-23,Design & Engineering,Senior Engineer,4,JNPA WOLP,Port Infrastructure,MGR078,Fixed Term Contract,Walk-in / Site Gate,37,6.9,59000,-0.1212,1.7,1,4,1,0.55
EMP11440,2026-05-02,Accounts & Finance,Accounts Officer,3,Mantralaya Redevelopment,Government Building,MGR107,Apprentice / Trainee,Employee Referral,37,4.5,39200,0.0052,78.1,0,2,1,0.15
EMP11441,2026-01-10,Planning & Coordination,Deputy Manager,5,Mumbai HO,Corporate,MGR047,Permanent,Naukri / Job Portal,36,7.0,75300,-0.173,17.0,0,4,0,0.05
EMP11442,2026-03-21,Quality Assurance & Control,Deputy Manager,5,Nagpur Expressway Pkg-4,Highway,MGR018,Fixed Term Contract,Naukri / Job Portal,51,11.3,85300,-0.1058,2.9,1,4,1,0.85
EMP11443,2024-03-23,Civil Execution,Construction Manager,5,Ahmedabad Water Works,Water,MGR080,Permanent,Recruitment Consultancy,42,10.4,124500,0.153,2.9,0,5,0,0.65
EMP11444,2021-02-25,Planning & Coordination,Senior Engineer,4,Pune Metro Reach-3,Metro,MGR020,Permanent,Recruitment Consultancy,42,4.9,72700,0.1075,5.0,0,4,0,0.25
EMP11445,2026-07-04,Design & Engineering,Senior Engineer,4,Ahmedabad Water Works,Water,MGR002,Fixed Term Contract,Naukri / Job Portal,37,8.1,61200,-0.1003,4.6,1,4,1,0.65
EMP11446,2026-07-25,Civil Execution,Site Helper,1,Ahmedabad Water Works,Water,MGR114,Permanent,Labour Contractor,19,1.6,17000,0.0109,54.2,0,1,0,0.65
EMP11447,2022-07-09,EHS,Deputy Manager,5,Pune Metro Reach-3,Metro,MGR075,Fixed Term Contract,Recruitment Consultancy,36,7.5,104400,0.1402,13.4,0,4,0,0.25
EMP11448,2020-12-10,EHS,Safety Officer,3,Mantralaya Redevelopment,Government Building,MGR060,Fixed Term Contract,Recruitment Consultancy,33,4.1,39300,-0.0396,9.7,0,3,0,0.15
EMP11449,2025-03-29,Accounts & Finance,Accounts Officer,3,JNPA WOLP,Port Infrastructure,MGR022,Fixed Term Contract,Recruitment Consultancy,39,4.1,23800,-0.3869,1.6,1,2,1,0.55
EMP11450,2024-08-10,Business Support Services,Accounts Officer,3,Mumbai HO,Corporate,MGR012,Permanent,Employee Referral,27,3.8,40000,0.0339,12.0,0,2,1,0.05
EMP11451,2025-09-13,EHS,Supervisor,2,Ahmedabad Water Works,Water,MGR061,Permanent,Campus Hiring,26,2.6,29200,-0.0236,51.9,0,2,1,0.65
EMP11452,2023-08-12,Stores & Logistics,Site Helper,1,Nagpur Expressway Pkg-4,Highway,MGR057,Fixed Term Contract,Walk-in / Site Gate,24,2.6,23000,0.3518,6.0,0,1,0,0.85
EMP11453,2023-04-15,Quality Assurance & Control,Deputy Manager,5,Ahmedabad Water Works,Water,MGR048,Fixed Term Contract,Employee Referral,36,6.4,77900,-0.1388,1.0,1,4,1,0.65
EMP11454,2020-07-04,Civil Execution,Site Engineer,3,Ahmedabad Water Works,Water,MGR015,Permanent,Naukri / Job Portal,24,5.5,48500,0.1097,1.4,1,3,1,0.65
EMP11455,2023-08-19,MEP,Junior Engineer,2,Bengaluru Tech Park,Commercial,MGR087,Permanent,Labour Contractor,24,1.7,22700,-0.1444,34.7,0,2,0,0.2
EMP11456,2024-08-10,Civil Execution,Supervisor,2,Bengaluru Tech Park,Commercial,MGR120,Permanent,Labour Contractor,26,4.1,33500,0.101,12.7,0,2,0,0.2
EMP11457,2025-07-26,Civil Execution,Site Engineer,3,Bengaluru Tech Park,Commercial,MGR033,Permanent,Naukri / Job Portal,23,5.2,42400,-0.0266,7.1,0,3,0,0.2
EMP11458,2024-12-28,Design & Engineering,Deputy Manager,5,Mumbai HO,Corporate,MGR068,Apprentice / Trainee,Naukri / Job Portal,31,8.1,95900,0.0405,9.0,0,4,0,0.05
EMP11459,2025-02-15,Civil Execution,Construction Manager,5,Delhi NCR Logistics Hub,Industrial,MGR118,Apprentice / Trainee,Employee Referral,49,8.3,118000,0.1178,4.2,1,5,1,0.45
EMP11460,2025-05-17,Planning & Coordination,Senior Engineer,4,Delhi NCR Logistics Hub,Industrial,MGR097,Permanent,Employee Referral,40,5.0,77300,0.1762,46.3,0,4,1,0.45
EMP11461,2026-02-14,Civil Execution,Junior Engineer,2,Mantralaya Redevelopment,Government Building,MGR038,Fixed Term Contract,Recruitment Consultancy,35,2.2,23500,-0.1194,13.0,0,2,0,0.15
EMP11462,2020-12-29,MEP,Deputy Manager,5,Mantralaya Redevelopment,Government Building,MGR023,Fixed Term Contract,Recruitment Consultancy,37,6.9,76900,-0.1545,25.6,0,4,0,0.15
EMP11463,2024-08-31,MEP,Deputy Manager,5,Nagpur Expressway Pkg-4,Highway,MGR091,Apprentice / Trainee,Employee Referral,45,8.6,107000,0.1546,4.2,1,4,1,0.85
EMP11464,2024-05-11,EHS,Deputy Manager,5,Mantralaya Redevelopment,Government Building,MGR076,Permanent,Employee Referral,34,8.1,96600,0.0481,27.8,0,4,1,0.15
EMP11465,2022-08-20,Civil Execution,Senior Engineer,4,Pune Metro Reach-3,Metro,MGR015,Permanent,Walk-in / Site Gate,37,7.0,69400,0.0326,20.9,0,4,0,0.25
EMP11466,2025-12-06,Procurement,Deputy Manager,5,Delhi NCR Logistics Hub,Industrial,MGR043,Fixed Term Contract,Naukri / Job Portal,40,6.4,83600,-0.0757,1.5,1,4,0,0.45
EMP11467,2025-02-01,Planning & Coordination,Deputy Manager,5,Bengaluru Tech Park,Commercial,MGR052,Fixed Term Contract,Employee Referral,46,6.6,91200,0.006,16.9,0,4,1,0.2
EMP11468,2023-11-18,EHS,Supervisor,2,JNPA WOLP,Port Infrastructure,MGR090,Fixed Term Contract,Campus Hiring,31,2.9,30500,0.0164,34.0,0,2,0,0.55
