EmployeeID,ExitDate,ExitType,ExitReason,TenureDaysAtExit
EMP11690,2026-05-04,Resignation,Personal / Family,2
EMP11693,2025-11-01,Resignation,Manager Relationship,77
EMP11696,2024-05-20,Resignation,Relocation,959
EMP11697,2024-08-22,Termination,Disciplinary,75
EMP11698,2024-10-05,Absconding,Wage Dispute,21
EMP11700,2026-07-03,Absconding,Site Conditions,20
EMP11701,2026-04-06,Resignation,Personal / Family,23
EMP11702,2025-02-17,Resignation,Relocation,9
EMP11704,2026-05-19,Resignation,Manager Relationship,773
EMP11706,2026-01-10,Absconding,No Intimation,14
EMP11708,2023-12-03,Absconding,Wage Dispute,22
EMP11710,2024-07-01,Resignation,Better Offer,23
EMP11711,2024-12-27,Resignation,Better Offer,1756
EMP11712,2025-08-18,Resignation,Career Growth,296
EMP11713,2026-04-29,Resignation,Relocation,1324
EMP11715,2024-12-18,Resignation,Manager Relationship,1222
EMP11716,2024-06-08,Absconding,Site Conditions,28
EMP11717,2026-09-07,Resignation,Career Growth,2082
EMP11718,2023-06-08,Resignation,Salary,33
EMP11720,2024-12-17,Resignation,Salary,52
EMP11723,2025-06-17,Resignation,Salary,101
EMP11727,2026-01-12,Resignation,Manager Relationship,1992
EMP11728,2024-02-05,Resignation,Relocation,9
EMP11729,2024-09-29,Resignation,Work Conditions,477
EMP11732,2025-10-16,Resignation,Career Growth,635
EMP11734,2023-05-01,Resignation,Manager Relationship,325
EMP11735,2023-11-27,Resignation,Work Conditions,9
EMP11737,2026-01-22,Termination,Performance,285
EMP11739,2026-02-08,Resignation,Better Offer,43
EMP11740,2024-12-08,Resignation,Work Conditions,8
EMP11741,2026-06-15,Absconding,No Intimation,9
EMP11742,2023-07-02,Absconding,No Intimation,29
EMP11744,2023-04-29,Absconding,Site Conditions,14
EMP11746,2025-04-01,Absconding,Wage Dispute,45
EMP11747,2026-09-12,Resignation,Better Offer,196
EMP11748,2024-09-21,Resignation,Career Growth,14
EMP11749,2026-08-30,Resignation,Career Growth,288
EMP11753,2024-02-11,Resignation,Salary,1412
EMP11754,2025-11-13,Resignation,Personal / Family,33
EMP11758,2023-05-03,Resignation,Personal / Family,4
EMP11760,2023-07-17,Resignation,Salary,65
EMP11762,2024-12-30,Resignation,Salary,37
EMP11764,2025-10-30,Resignation,Relocation,432
EMP11765,2025-01-20,Resignation,Career Growth,296
EMP11766,2026-06-29,Termination,Performance,268
EMP11767,2025-01-13,Resignation,Personal / Family,1299
EMP11768,2025-08-15,Resignation,Personal / Family,230
EMP11769,2026-05-17,Resignation,Personal / Family,708
EMP11773,2024-11-05,Resignation,Salary,1195
EMP11774,2023-06-15,Resignation,Work Conditions,1208
EMP11775,2025-05-22,Absconding,Wage Dispute,26
EMP11776,2026-01-12,Absconding,Wage Dispute,37
EMP11777,2023-12-10,Resignation,Manager Relationship,803
EMP11778,2024-05-02,Resignation,Career Growth,829
EMP11780,2025-01-06,Resignation,Better Offer,478
EMP11783,2026-05-29,Resignation,Work Conditions,776
EMP11784,2026-05-03,Resignation,Manager Relationship,792
EMP11785,2026-05-23,Resignation,Personal / Family,917
EMP11787,2026-03-22,Resignation,Work Conditions,1716
EMP11790,2026-08-05,Resignation,Career Growth,1082
EMP11791,2025-08-08,Resignation,Career Growth,1519
EMP11792,2025-01-15,End of Contract,Project Demobilisation,1314
EMP11793,2025-02-18,Resignation,Manager Relationship,108
EMP11795,2023-11-26,Resignation,Salary,50
EMP11796,2023-12-25,Resignation,Relocation,205
EMP11797,2023-04-06,Resignation,Relocation,5
EMP11798,2024-01-07,Resignation,Better Offer,120
EMP11801,2023-10-16,Resignation,Work Conditions,390
EMP11802,2024-03-07,Absconding,Site Conditions,5
EMP11803,2023-11-26,Resignation,Personal / Family,1104
EMP11806,2026-08-13,Resignation,Manager Relationship,2212
EMP11807,2024-05-21,Resignation,Relocation,1788
EMP11808,2024-06-02,Resignation,Better Offer,1253
EMP11813,2024-02-07,End of Contract,Contract Not Renewed,458
EMP11814,2025-06-04,Resignation,Personal / Family,1203
EMP11815,2024-10-16,Resignation,Salary,368
EMP11816,2025-02-16,Resignation,Manager Relationship,1471
EMP11818,2024-09-21,Resignation,Career Growth,56
EMP11820,2025-04-12,End of Contract,Contract Not Renewed,98
EMP11821,2025-05-14,Resignation,Work Conditions,1498
EMP11822,2024-02-19,Resignation,Career Growth,177
EMP11824,2026-04-12,Resignation,Relocation,197
EMP11825,2023-08-14,Resignation,Work Conditions,1256
EMP11827,2026-01-12,Absconding,No Intimation,16
EMP11828,2025-10-25,Absconding,No Intimation,14
EMP11829,2025-01-03,Resignation,Salary,1746
EMP11831,2025-01-20,Resignation,Work Conditions,23
EMP11835,2023-07-20,Resignation,Salary,888
EMP11836,2026-09-02,Resignation,Career Growth,256
EMP11838,2026-03-11,Resignation,Relocation,956
EMP11839,2025-08-09,Absconding,No Intimation,21
EMP11840,2026-07-04,Resignation,Salary,728
EMP11842,2024-10-30,Resignation,Better Offer,1280
EMP11843,2023-10-15,Resignation,Better Offer,183
EMP11844,2025-06-28,Resignation,Career Growth,357
EMP11845,2023-06-24,Resignation,Better Offer,657
EMP11847,2026-08-15,Resignation,Career Growth,49
EMP11848,2026-09-12,Resignation,Career Growth,1893
EMP11850,2023-11-29,Absconding,No Intimation,18
EMP11853,2025-06-28,Resignation,Personal / Family,14
EMP11855,2024-03-12,Resignation,Better Offer,816
EMP11857,2023-11-18,Resignation,Relocation,331
EMP11858,2024-01-11,Resignation,Better Offer,558
EMP11859,2024-10-24,Resignation,Personal / Family,194
EMP11863,2025-04-14,Resignation,Work Conditions,37
EMP11865,2026-09-03,Resignation,Relocation,425
EMP11867,2024-05-24,Resignation,Career Growth,761
EMP11869,2023-07-01,Absconding,Site Conditions,21
EMP11872,2026-03-09,Resignation,Better Offer,618
EMP11877,2023-06-17,Resignation,Salary,315
EMP11878,2024-07-14,Resignation,Relocation,29
EMP11879,2023-10-29,Resignation,Relocation,643
EMP11883,2023-12-16,Resignation,Career Growth,14
EMP11884,2024-01-06,End of Contract,Project Demobilisation,1189
EMP11885,2024-05-22,Resignation,Relocation,1052
EMP11886,2024-03-22,Resignation,Better Offer,34
EMP11887,2024-11-29,Resignation,Salary,1855
EMP11888,2024-01-06,Resignation,Career Growth,7
EMP11889,2026-07-05,End of Contract,Project Demobilisation,1530
EMP11890,2024-12-04,End of Contract,Contract Not Renewed,312
EMP11892,2025-04-27,Resignation,Personal / Family,442
EMP11893,2025-12-20,Resignation,Salary,525
EMP11894,2026-03-26,Absconding,Wage Dispute,26
EMP11895,2026-01-17,Resignation,Personal / Family,329
EMP11900,2024-02-01,Resignation,Better Offer,19
EMP11901,2025-02-28,Resignation,Personal / Family,2080
EMP11903,2023-09-25,Resignation,Personal / Family,9
EMP11904,2024-05-25,Absconding,Site Conditions,42
EMP11905,2025-09-08,Resignation,Relocation,37
EMP11908,2026-08-03,Resignation,Better Offer,37
EMP11910,2024-09-21,Resignation,Better Offer,1397
EMP11912,2024-12-26,Resignation,Work Conditions,891
EMP11913,2024-05-18,Resignation,Relocation,224
EMP11914,2025-09-29,Resignation,Relocation,835
EMP11915,2024-12-31,Resignation,Career Growth,395
EMP11917,2025-02-07,Resignation,Personal / Family,237
EMP11919,2024-03-12,Absconding,Wage Dispute,17
EMP11920,2024-06-04,Resignation,Personal / Family,1795
EMP11921,2025-08-04,Absconding,No Intimation,16
EMP11923,2024-10-23,Resignation,Career Growth,389
EMP11924,2026-06-30,Resignation,Work Conditions,206
EMP11925,2024-11-07,Resignation,Work Conditions,523
EMP11926,2024-10-29,Resignation,Work Conditions,1611
EMP11927,2026-08-23,Resignation,Work Conditions,400
EMP11928,2024-01-08,Resignation,Better Offer,1449
EMP11929,2026-03-02,Resignation,Better Offer,2312
EMP11930,2023-12-26,Resignation,Personal / Family,803
EMP11932,2024-03-10,Resignation,Work Conditions,253
EMP11933,2025-10-12,Absconding,No Intimation,8
EMP11934,2025-09-07,Resignation,Work Conditions,337
EMP11935,2026-08-14,Resignation,Work Conditions,797
EMP11936,2024-04-20,Resignation,Work Conditions,357
EMP11939,2026-05-01,End of Contract,Contract Not Renewed,27
EMP11942,2024-02-04,Absconding,Site Conditions,43
EMP11943,2025-06-19,Resignation,Manager Relationship,537
EMP11944,2025-09-22,Resignation,Personal / Family,373
EMP11946,2024-07-08,End of Contract,Contract Not Renewed,1348
EMP11947,2023-05-23,Resignation,Personal / Family,52
EMP11948,2026-06-15,Resignation,Career Growth,870
EMP11949,2023-07-23,Resignation,Manager Relationship,1317
EMP11950,2026-05-02,Resignation,Career Growth,1362
EMP11951,2023-07-19,Resignation,Relocation,351
EMP11954,2023-04-03,Resignation,Better Offer,1362
EMP11955,2026-04-20,Absconding,Site Conditions,23
EMP11962,2024-06-25,Resignation,Career Growth,1682
EMP11964,2023-08-12,Resignation,Manager Relationship,362
EMP11965,2024-04-22,Resignation,Salary,1023
EMP11966,2023-11-20,Resignation,Career Growth,1098
EMP11967,2026-08-26,End of Contract,Project Demobilisation,753
EMP11970,2024-10-06,Resignation,Better Offer,274
EMP11971,2023-12-27,Resignation,Career Growth,1392
EMP11974,2024-03-14,Resignation,Work Conditions,12
EMP11975,2025-02-12,Resignation,Career Growth,2170
EMP11977,2025-01-26,Resignation,Manager Relationship,414
EMP11978,2024-10-17,Resignation,Relocation,854
EMP11979,2023-05-19,Resignation,Manager Relationship,1533
EMP11980,2025-06-10,Resignation,Career Growth,738
EMP11982,2023-11-11,Absconding,Site Conditions,28
EMP11983,2024-12-27,Resignation,Career Growth,1514
EMP11986,2023-08-10,Resignation,Career Growth,1212
EMP11987,2025-09-26,Resignation,Personal / Family,13
EMP11989,2024-05-10,Termination,Attendance,34
EMP11991,2024-03-24,Resignation,Career Growth,295
EMP11992,2024-09-05,Resignation,Work Conditions,208
EMP11993,2024-03-02,Resignation,Career Growth,1544
EMP11995,2023-05-22,Resignation,Manager Relationship,1038
EMP11998,2024-02-25,Resignation,Manager Relationship,15
EMP11999,2024-03-25,End of Contract,Contract Not Renewed,1699
EMP12002,2023-06-29,Resignation,Better Offer,563
EMP12004,2026-06-20,Resignation,Manager Relationship,2170
EMP12006,2024-12-20,Resignation,Manager Relationship,1706
EMP12007,2023-05-29,Resignation,Salary,494
EMP12008,2023-12-19,Resignation,Manager Relationship,512
EMP12009,2025-09-27,Resignation,Work Conditions,231
EMP12010,2024-09-08,Resignation,Work Conditions,92
EMP12014,2023-09-17,Resignation,Relocation,935
EMP12015,2025-09-04,Resignation,Personal / Family,2304
EMP12017,2023-07-05,Resignation,Personal / Family,1405
EMP12019,2026-07-27,Resignation,Salary,16
EMP12020,2023-07-21,Resignation,Career Growth,734
EMP12022,2025-05-27,Resignation,Salary,486
EMP12023,2025-05-07,Resignation,Manager Relationship,25
EMP12024,2024-10-14,Resignation,Better Offer,408
EMP12025,2026-09-08,Resignation,Salary,724
EMP12026,2024-02-02,End of Contract,Contract Not Renewed,586
EMP12027,2025-01-23,Resignation,Work Conditions,54
EMP12028,2025-11-04,Resignation,Better Offer,276
EMP12030,2024-07-06,Resignation,Relocation,329
EMP12034,2024-02-26,Resignation,Work Conditions,485
EMP12036,2024-05-18,Resignation,Career Growth,612
EMP12038,2024-02-05,Absconding,Wage Dispute,16
EMP12040,2023-10-23,Resignation,Personal / Family,16
EMP12042,2026-02-25,Resignation,Career Growth,1012
EMP12043,2023-07-16,Resignation,Personal / Family,911
EMP12044,2024-08-26,Resignation,Work Conditions,741
EMP12045,2025-03-02,Resignation,Career Growth,414
EMP12046,2026-05-07,Resignation,Work Conditions,1055
EMP12047,2025-08-19,Resignation,Manager Relationship,17
EMP12048,2024-02-03,Resignation,Relocation,21
EMP12049,2024-04-18,Resignation,Manager Relationship,826
EMP12050,2025-06-27,Resignation,Work Conditions,230
EMP12053,2024-08-15,Absconding,Wage Dispute,19
EMP12054,2024-07-04,Resignation,Personal / Family,614
EMP12058,2024-07-11,End of Contract,Project Demobilisation,390
EMP12059,2026-01-17,Resignation,Career Growth,7
EMP12060,2024-10-04,Resignation,Manager Relationship,1121
EMP12061,2025-10-14,Resignation,Relocation,31
EMP12064,2024-03-30,Resignation,Relocation,685
EMP12065,2026-05-31,Resignation,Manager Relationship,1962
EMP12066,2024-01-10,Resignation,Relocation,1196
EMP12076,2025-06-28,Resignation,Career Growth,112
EMP12077,2024-01-02,Resignation,Relocation,512
EMP12079,2024-03-05,Resignation,Career Growth,129
EMP12080,2024-04-22,Absconding,Site Conditions,23
EMP12082,2023-06-11,Resignation,Work Conditions,419
EMP12083,2025-05-31,Resignation,Work Conditions,1115
EMP12084,2026-03-17,Absconding,Site Conditions,10
EMP12088,2024-03-03,Resignation,Manager Relationship,844
EMP12094,2024-10-08,Resignation,Career Growth,1119
EMP12095,2023-10-21,Resignation,Better Offer,1308
EMP12098,2025-09-13,Absconding,No Intimation,7
EMP12100,2024-01-20,Absconding,No Intimation,21
EMP12102,2026-05-19,Absconding,Site Conditions,3
EMP12107,2024-03-19,Resignation,Relocation,136
EMP12108,2025-04-20,Resignation,Relocation,162
EMP12109,2024-07-26,Resignation,Salary,153
EMP12110,2025-04-06,Resignation,Salary,22
EMP12111,2026-02-01,Resignation,Better Offer,99
EMP12112,2025-06-07,Resignation,Salary,1378
EMP12113,2025-06-20,Resignation,Career Growth,559
EMP12114,2025-11-06,Resignation,Work Conditions,2241
EMP12115,2026-07-14,Resignation,Career Growth,360
EMP12116,2023-09-02,Absconding,No Intimation,14
EMP12120,2025-08-20,Resignation,Career Growth,1066
EMP12122,2024-12-17,End of Contract,Contract Not Renewed,788
EMP12124,2024-11-20,Resignation,Better Offer,863
EMP12126,2023-09-28,Resignation,Career Growth,1240
EMP12128,2023-05-28,Resignation,Salary,29
EMP12130,2024-08-05,Resignation,Work Conditions,324
EMP12131,2023-05-13,Resignation,Salary,1118
EMP12132,2023-07-17,Resignation,Career Growth,673
EMP12134,2023-08-11,Resignation,Relocation,324
EMP12136,2024-01-07,Resignation,Career Growth,1
EMP12138,2023-09-30,Resignation,Manager Relationship,650
EMP12139,2025-11-14,Resignation,Personal / Family,118
EMP12140,2025-08-16,Resignation,Salary,14
EMP12141,2026-01-01,Resignation,Salary,348
EMP12142,2025-07-05,Resignation,Personal / Family,1142
EMP12143,2023-08-27,Absconding,No Intimation,22
EMP12147,2024-05-11,Resignation,Relocation,1214
EMP12148,2023-08-25,Resignation,Personal / Family,230
EMP12149,2024-06-17,Resignation,Relocation,618
EMP12151,2024-07-30,Resignation,Better Offer,178
EMP12153,2025-08-13,Resignation,Work Conditions,151
EMP12155,2023-07-06,Resignation,Relocation,19
EMP12156,2023-10-19,Resignation,Work Conditions,1543
EMP12158,2025-05-16,Resignation,Personal / Family,573
EMP12159,2023-10-15,Resignation,Work Conditions,1643
EMP12162,2025-05-18,Resignation,Salary,1617
EMP12163,2023-06-02,Resignation,Manager Relationship,1088
EMP12165,2023-09-22,Resignation,Career Growth,576
EMP12166,2025-02-15,Resignation,Better Offer,245
EMP12167,2026-06-13,Resignation,Career Growth,2089
EMP12170,2024-05-01,Resignation,Better Offer,235
EMP12171,2024-11-10,End of Contract,Project Demobilisation,239
EMP12172,2024-08-18,Resignation,Personal / Family,945
EMP12174,2024-12-29,Absconding,Wage Dispute,36
EMP12177,2026-08-22,Resignation,Salary,28
EMP12178,2023-09-16,Resignation,Better Offer,1510
EMP12179,2025-03-08,Resignation,Relocation,2095
EMP12181,2024-04-08,Resignation,Personal / Family,728
EMP12184,2024-08-19,Resignation,Salary,114
EMP12185,2023-08-02,Absconding,No Intimation,4
EMP12186,2026-04-14,Resignation,Salary,2416
EMP12187,2025-10-07,Resignation,Salary,3
EMP12188,2026-07-18,Resignation,Salary,224
EMP12190,2024-03-31,Resignation,Manager Relationship,36
EMP12191,2025-10-25,Resignation,Personal / Family,35
EMP12192,2023-12-05,Resignation,Relocation,234
EMP12193,2024-09-26,Resignation,Work Conditions,1172
EMP12195,2023-12-16,Resignation,Salary,1253
EMP12197,2024-11-13,End of Contract,Project Demobilisation,11
EMP12198,2025-01-13,Absconding,Wage Dispute,9
EMP12199,2024-06-04,Resignation,Better Offer,136
EMP12200,2023-07-31,Resignation,Relocation,1530
EMP12202,2023-12-06,Resignation,Relocation,172
EMP12205,2023-11-06,Absconding,No Intimation,23
EMP12207,2024-04-06,Resignation,Personal / Family,98
EMP12208,2023-10-04,Resignation,Better Offer,1165
EMP12209,2026-05-27,Absconding,Site Conditions,18
EMP12211,2025-05-03,Resignation,Personal / Family,2115
EMP12212,2024-04-25,Resignation,Salary,103
EMP12213,2025-07-23,Resignation,Salary,270
EMP12217,2026-04-25,Resignation,Career Growth,546
EMP12221,2024-07-18,Resignation,Better Offer,1169
EMP12227,2024-10-25,Resignation,Personal / Family,1017
EMP12228,2026-07-13,Resignation,Work Conditions,23
EMP12230,2023-04-28,Resignation,Manager Relationship,13
EMP12231,2023-07-17,Resignation,Relocation,951
EMP12232,2026-02-25,Resignation,Better Offer,137
EMP12234,2026-06-15,Resignation,Career Growth,450
EMP12235,2023-09-02,Resignation,Personal / Family,660
EMP12238,2024-12-23,Resignation,Work Conditions,1172
EMP12240,2024-07-10,Resignation,Salary,25
EMP12241,2024-05-31,Resignation,Career Growth,587
EMP12243,2025-09-07,Resignation,Salary,330
EMP12247,2023-07-28,Resignation,Relocation,27
EMP12250,2026-05-25,Resignation,Personal / Family,352
EMP12251,2024-09-03,Resignation,Relocation,17
EMP12252,2026-07-29,Absconding,No Intimation,25
EMP12253,2025-03-30,Resignation,Manager Relationship,29
EMP12257,2026-08-24,Resignation,Manager Relationship,37
EMP12258,2025-12-02,Resignation,Manager Relationship,885
EMP12260,2024-04-18,Resignation,Relocation,925
EMP12263,2023-08-24,Resignation,Relocation,1377
EMP12265,2025-11-14,Resignation,Salary,20
EMP12266,2024-09-15,Resignation,Career Growth,1001
EMP12267,2026-05-19,End of Contract,Project Demobilisation,402
EMP12268,2025-10-22,Absconding,Site Conditions,46
EMP12269,2023-08-10,Resignation,Personal / Family,1140
EMP12273,2026-05-04,Resignation,Work Conditions,632
EMP12274,2024-05-17,Resignation,Manager Relationship,20
EMP12275,2024-08-24,Absconding,No Intimation,42
EMP12277,2026-07-23,Resignation,Work Conditions,355
EMP12278,2025-04-30,Absconding,Wage Dispute,4
EMP12279,2026-07-23,Resignation,Better Offer,600
EMP12280,2026-01-04,Resignation,Relocation,890
EMP12282,2025-11-26,Absconding,No Intimation,32
EMP12283,2024-08-28,Termination,Performance,480
EMP12284,2025-10-17,Resignation,Relocation,2105
EMP12285,2024-06-15,Resignation,Salary,1688
EMP12287,2024-03-24,Termination,Disciplinary,274
EMP12288,2024-01-29,Absconding,Wage Dispute,30
EMP12289,2026-09-01,Resignation,Work Conditions,969
EMP12292,2024-02-25,Resignation,Career Growth,22
EMP12294,2023-08-25,Resignation,Personal / Family,1155
EMP12295,2025-10-28,Resignation,Work Conditions,710
EMP12296,2026-08-04,Resignation,Manager Relationship,829
EMP12297,2024-12-21,End of Contract,Contract Not Renewed,14
EMP12299,2025-10-10,Resignation,Better Offer,160
EMP12300,2026-06-06,Resignation,Manager Relationship,14
EMP12301,2026-07-09,Resignation,Relocation,1733
EMP12303,2023-12-02,Resignation,Relocation,795
EMP12304,2024-11-11,Resignation,Relocation,16
EMP12305,2026-04-13,Resignation,Career Growth,2234
EMP12307,2025-10-31,Termination,Attendance,538
EMP12308,2023-11-25,Resignation,Career Growth,1639
EMP12309,2026-09-10,Resignation,Relocation,187
EMP12311,2026-05-17,Resignation,Work Conditions,414
EMP12315,2023-09-21,Resignation,Career Growth,54
EMP12316,2024-08-01,Resignation,Relocation,222
EMP12317,2026-03-24,Resignation,Work Conditions,178
EMP12318,2024-06-03,Resignation,Better Offer,1526
EMP12320,2023-08-30,Resignation,Work Conditions,838
EMP12321,2026-07-12,Absconding,Site Conditions,36
EMP12322,2024-01-02,Resignation,Manager Relationship,108
EMP12323,2024-07-21,Termination,Performance,746
EMP12324,2026-04-20,Absconding,Site Conditions,9
EMP12325,2025-04-18,Resignation,Manager Relationship,27
EMP12327,2023-11-25,Resignation,Work Conditions,332
EMP12328,2026-08-27,End of Contract,Contract Not Renewed,264
EMP12330,2025-09-13,Resignation,Career Growth,210
EMP12332,2023-07-21,Resignation,Personal / Family,83
EMP12336,2024-08-30,Resignation,Salary,915
EMP12337,2026-06-04,Resignation,Salary,19
EMP12338,2024-01-24,Resignation,Relocation,365
EMP12339,2024-11-05,Resignation,Work Conditions,10
EMP12340,2023-05-09,Resignation,Salary,1056
EMP12341,2023-06-13,Resignation,Manager Relationship,844
EMP12342,2025-08-14,Resignation,Work Conditions,516
EMP12343,2024-06-12,Resignation,Salary,221
EMP12344,2023-07-26,Resignation,Manager Relationship,779
EMP12347,2026-09-04,Resignation,Manager Relationship,1559
EMP12348,2024-10-28,Resignation,Salary,16
EMP12349,2023-12-04,Resignation,Better Offer,702
EMP12350,2026-08-09,Resignation,Personal / Family,827
EMP12351,2026-01-06,Absconding,No Intimation,3
EMP12354,2026-08-03,Absconding,Wage Dispute,16
EMP12355,2024-04-10,Resignation,Better Offer,1874
EMP12358,2023-06-02,Resignation,Personal / Family,1390
EMP12360,2023-08-27,Resignation,Personal / Family,407
EMP12361,2023-09-26,Resignation,Work Conditions,1148
EMP12362,2025-01-18,Resignation,Personal / Family,35
EMP12363,2025-03-29,Resignation,Career Growth,7
EMP12365,2026-06-21,Resignation,Career Growth,337
EMP12366,2026-04-20,Resignation,Personal / Family,30
EMP12369,2026-02-07,Resignation,Better Offer,973
EMP12372,2023-04-27,Resignation,Work Conditions,5
EMP12375,2024-02-02,Resignation,Personal / Family,560
EMP12377,2024-02-24,Resignation,Salary,846
EMP12378,2023-05-20,Resignation,Relocation,436
EMP12379,2024-05-29,Absconding,Site Conditions,4
EMP12383,2023-05-23,Resignation,Salary,1548
EMP12384,2023-12-11,Resignation,Work Conditions,412
EMP12385,2024-04-19,Resignation,Manager Relationship,363
EMP12386,2025-09-09,Resignation,Career Growth,164
EMP12387,2023-09-25,Resignation,Career Growth,1072
EMP12388,2023-10-23,Resignation,Work Conditions,1208
EMP12389,2026-03-04,End of Contract,Project Demobilisation,683
EMP12390,2024-05-11,Absconding,Wage Dispute,7
EMP12392,2026-07-29,Resignation,Work Conditions,109
EMP12394,2025-11-02,Absconding,Site Conditions,15
EMP12396,2024-11-20,Resignation,Relocation,74
EMP12400,2025-05-11,Resignation,Work Conditions,22
EMP12401,2024-11-09,End of Contract,Project Demobilisation,7
EMP12402,2026-07-27,Resignation,Work Conditions,401
EMP12403,2025-06-10,Resignation,Better Offer,157
EMP12404,2026-02-16,End of Contract,Project Demobilisation,16
EMP12405,2023-04-01,Resignation,Salary,840
EMP12406,2026-09-16,Resignation,Salary,1685
EMP12407,2025-11-26,Absconding,No Intimation,4
EMP12408,2024-10-21,Absconding,No Intimation,16
EMP12411,2026-07-29,Resignation,Personal / Family,704
EMP12412,2025-06-02,Resignation,Manager Relationship,681
EMP12414,2024-06-09,Absconding,Site Conditions,1
EMP12416,2023-07-27,Resignation,Salary,838
EMP12417,2024-12-03,Resignation,Relocation,269
EMP12421,2026-02-13,Absconding,Wage Dispute,6
EMP12423,2026-04-22,Resignation,Personal / Family,2115
EMP12425,2023-12-20,Resignation,Manager Relationship,507
EMP12427,2026-01-28,Absconding,Wage Dispute,25
EMP12428,2025-03-15,Resignation,Better Offer,7
EMP12429,2025-02-23,Resignation,Salary,526
EMP12433,2024-09-13,Resignation,Better Offer,244
EMP12435,2024-06-19,Resignation,Relocation,501
EMP12438,2025-07-21,Absconding,Wage Dispute,2
EMP12439,2024-06-28,Resignation,Salary,754
EMP12440,2024-03-12,Resignation,Better Offer,1514
EMP12441,2025-12-21,Absconding,Wage Dispute,15
EMP12442,2025-09-16,Resignation,Career Growth,787
EMP12446,2025-06-16,Absconding,No Intimation,30
EMP12448,2023-05-16,Resignation,Better Offer,1077
EMP12450,2024-11-20,Termination,Attendance,249
EMP12452,2026-07-01,Resignation,Manager Relationship,2677
EMP12454,2024-08-19,Resignation,Manager Relationship,1958
EMP12455,2023-06-28,Resignation,Better Offer,954
EMP12457,2025-08-27,Resignation,Salary,249
EMP12458,2024-07-20,Resignation,Personal / Family,21
EMP12459,2023-08-10,Resignation,Better Offer,262
EMP12460,2024-01-08,Resignation,Manager Relationship,1567
EMP12461,2024-11-14,Absconding,Site Conditions,33
EMP12462,2026-07-26,Resignation,Work Conditions,386
EMP12464,2024-10-01,Resignation,Career Growth,1975
EMP12465,2024-12-02,Resignation,Relocation,1876
EMP12466,2023-10-16,Resignation,Personal / Family,23
EMP12467,2024-05-26,Resignation,Better Offer,729
EMP12468,2023-07-31,Absconding,Wage Dispute,30
EMP12470,2023-05-12,Resignation,Personal / Family,863
EMP12472,2025-03-30,Absconding,No Intimation,15
EMP12473,2023-12-09,Resignation,Salary,91
EMP12478,2026-03-22,Resignation,Relocation,393
EMP12479,2025-04-09,Resignation,Manager Relationship,2165
EMP12480,2023-10-31,Resignation,Salary,1172
EMP12482,2025-11-22,Absconding,No Intimation,14
EMP12483,2025-05-22,Resignation,Work Conditions,460
EMP12485,2025-01-06,End of Contract,Project Demobilisation,352
EMP12487,2024-01-04,Resignation,Work Conditions,556
EMP12488,2025-01-10,Resignation,Salary,1584
EMP12490,2023-07-05,Resignation,Relocation,765
EMP12494,2026-04-17,Resignation,Better Offer,13
EMP12495,2023-08-25,Resignation,Career Growth,904
EMP12498,2025-10-06,Absconding,Wage Dispute,16
EMP12499,2025-10-30,Resignation,Career Growth,1090
EMP12500,2023-09-09,Resignation,Relocation,668
EMP12501,2024-06-18,Resignation,Work Conditions,1210
EMP12502,2025-11-27,Resignation,Salary,1623
EMP12503,2024-12-25,End of Contract,Contract Not Renewed,32
EMP12504,2025-04-09,Resignation,Salary,4
EMP12506,2023-11-26,Termination,Disciplinary,558
EMP12507,2026-08-16,Resignation,Personal / Family,127
EMP12508,2026-05-09,Resignation,Personal / Family,21
EMP12509,2025-10-19,Resignation,Career Growth,36
EMP12512,2025-02-07,Resignation,Personal / Family,6
EMP12515,2024-03-18,Resignation,Salary,776
EMP12523,2023-10-14,Resignation,Better Offer,1204
EMP12524,2025-03-18,Resignation,Work Conditions,1719
EMP12525,2023-08-09,Resignation,Career Growth,1491
EMP12526,2023-06-18,Resignation,Salary,15
EMP12527,2026-09-05,Resignation,Relocation,532
EMP12532,2026-09-09,Resignation,Personal / Family,2684
EMP12534,2025-11-27,Resignation,Personal / Family,250
EMP12539,2023-10-29,Resignation,Personal / Family,398
EMP12540,2025-04-20,Resignation,Work Conditions,1774
EMP12542,2026-01-25,Resignation,Better Offer,743
EMP12543,2024-12-06,Resignation,Better Offer,839
EMP12546,2023-12-01,Resignation,Relocation,55
EMP12547,2024-02-24,Resignation,Personal / Family,259
EMP12548,2024-12-06,Resignation,Work Conditions,1966
EMP12549,2025-12-21,Resignation,Manager Relationship,967
EMP12550,2025-09-28,Absconding,Site Conditions,8
EMP12551,2025-06-22,Resignation,Relocation,666
EMP12555,2024-04-15,Resignation,Work Conditions,30
EMP12556,2024-08-20,Absconding,Wage Dispute,24
EMP12560,2025-02-22,Resignation,Salary,1347
EMP12563,2024-09-29,Resignation,Manager Relationship,29
EMP12564,2024-03-20,Resignation,Work Conditions,804
EMP12565,2026-06-20,End of Contract,Contract Not Renewed,0
EMP12566,2023-07-31,Termination,Performance,23
EMP12567,2026-05-25,End of Contract,Project Demobilisation,1878
EMP12568,2024-09-19,Resignation,Personal / Family,285
EMP12569,2024-02-15,Resignation,Relocation,1534
EMP12572,2025-06-11,Resignation,Personal / Family,725
EMP12573,2026-01-06,Resignation,Better Offer,710
EMP12574,2023-11-17,Resignation,Better Offer,848
